page,eng,twi
29,aloft,tenteṅ
29,aloft,nea eware
29,aloft,emã nehõ so
29,alone,ṅkõ
29,alone,ara
29,alone,ṅkutō
29,alone,koro
29,along,hõ
29,along,ano
29,along,ano ano
29,along,fahõ fahõ
29,along-all,ede reko yi ṅhĩnã
29,along-all,esã so reko yi
29,along-side,ṅkyeṅmu
29,along-side,ntenteṅmu
29,along-with,obi nè bi bọ anaṅ nante
29,along-go,fi(ri)m'ani ṣo fi! fi họ fi!
29,along-of you,efi wo ara
29,along-of you,esĩane wo ntia!
29,along-come,běra! duom!
29,aloof,akyiri
29,aloof,nsreṅso
29,aloof,táṅmù
29,aloud,denneṅ
29,aloud,okasa
29,aloud,gyegye
29,aloud,oye
29,alp,bepọ tenteṅ bi a sukyerema akata so
29,already,dedau
29,already,dàda
29,already,sesẹ
29,already-he is come,wanyã aba
29,already-he is come,waba dedau
29,also,nso
29,also,nanso
29,also,sãara
29,also,bi
29,altar,aforemuka
29,altar,Aw.Adidipoṅ
29,alter,sakra
29,alter,sesã
29,alter,daṅ
29,alter-road,hĩma kwaṅ
29,alternately,di adannaṅ ye
29,alternately,di nonnyigyé
29,alternately,wokyekye mu
29,although,ete sã
29,although,eye sã de
29,although,nanso
30,altitude,kɔrɔŋ
30,altitude,sorokɔ
30,altitude,ten-ten(yɛ)
30,altogether,korā
30,altogether,korakora
30,altogether,brubru
30,altogether,twɛ̃m (twɔ̃m)
30,always,dā
30,always,yi
30,always,dā-
30,always,dabā
30,always,tē
30,always,dāpem
30,amalgam,agude bi mfrafrae
30,amass,boa ano ku
30,amass,bɔ no tɔu
30,amass,hɔre
30,amass,dɔre
30,amaze,yɛ ŋwɔŋwã
30,amaze,mã ani so yɛ yã
30,amaze,yɛ ahɔbɔ (F.)
30,amaze,hɔ yerau
30,ambassador,ɔbɔfɔ
30,ambassador,opomafɔ
30,amber,etɔŋ
30,amber,akomfohéné
30,ambition,ahupɔ
30,ambition,pɛsɛueŋkɔnyã
30,ambition,ahɔkyerɛ
30,ambulance,ayarefo nè apirafo sákó
30,ambulance,teasɛnam
30,ambulation,nante
30,ambulation,pase
30,ambulation,pasa
30,"ambuscade, ambush",ɔtɛu
30,"ambuscade, ambush",F. antɛu
30,"ambuscade, ambush",bū
30,amen,nokwarem
30,amen,ɛwom ampa
30,amen,ényɛ sa
30,amen,émmɛra sa
30,amend,yɛ foforo
30,amend,yiye
30,amend,tua ka
30,amend,hyɛ or si anaṅmu
30,amendment,nnaṅmu
30,amendment,nsakramu
30,"amid, amidst",mu
30,"amid, amidst",ntam
30,"amid, amidst",mfinimfini
30,amiss,bone
30,amiss,to - fɔ̃m
30,amiss,fɔ̃m so
30,amiss,tɔ̃
30,ammonia,kắwú
30,ammunition,akɔ̃de
30,ammunition,korabo nè atuduru
30,amnesty,mfɔ̃mso fafiri
30,amnesty,awerefiri
30,"among, amongst",mu
30,"among, amongst",ntam
30,"among, amongst",v.wɔ
30,"among, amongst",di or fra mu
30,"among, amongst",phr.odi mu bi
30,amount,nea ano kodu
30,amount,-ano pem
30,amount,bu .. ano kɔpem
30,amount,-n.anobu
30,amount,ano (ne) dodo
30,amply,bebɛrɛ
30,amply,pī
30,amply,kɛse
30,amply,kokūrɔ
30,amply,tɛtɛrɛ
30,amulet,sumãṅ
30,amulet,asumãmmá
30,amuse,gye ani
30,amuse,yɛ anigye
30,amuse,yɛ fe
30,amuse,tutu agoru
30,amusement,anigyede
30,amusement,afɛfɛde
30,amusement,agode
30,amusement,"arrange an-, tutu agoru"
30,analogise,sese
30,analogise,sesee
30,analogy,nsɛso
30,analogy,nsususo
30,analogy,úfɛ̃wɛso
30,analyse,kyerɛkyerɛ or pāpaemu sansi
30,ananas,abɔrɔbɛ
30,anarchy,sakasaka(yɛ)
30,anarchy,ùkwa-mãmfoyɛ
30,anatomy,(funu or) nipadua mu pɛpɛe hɔ nimdee
30,ancestors,nãnanom
30,anchor,sɛkyɛ
30,anchor,-v. tɔ sɛkyɛ
30,ancients,tetefo
30,and,nè
30,and,ɛnè
30,and,na
30,and,enna
30,anecdote,abasɛmtiã
30,anecdote,nsɛnsimmã
30,anew,foforo
30,anew,bio
30,angel,ɔbɔfɔ
30,angel,osorobɔfɔ
30,angel,Onyame bɔfo
30,angel,Ony. somafo
30,anger,abufu
30,anger,abɔghye
30,anger,abohuru
30,anger,anibere
30,anger,awereho
30,anger,v. fu bo
30,anger,huru bo
30,anger,yi abufu
30,anger,hyɛ anibere
30,anger,ho wɛre
31,angle,ehin
31,angle,darewa
31,angle,darewa
31,acute,hiṅ a emu nnā
31,acute,se hiṅ pa
31,obtuse,hiṅ a emu dā
31,obtuse,tra hiṅ pa
31,right,hiṅ pa
31,angry,abufu
31,angry,bofu
31,angry,ani bere
31,angry,bo afu ahye me
31,anguish,ohau
31,anguish,eyau
31,anguish,ahohĩa
31,anguish,ahomete
31,anguish,anikrakra
31,anguish,tóyam(bó)
31,anguish,nyennyaṅ
31,anguish,nyennyeṅ(bo)
31,animadvert,hũ
31,animadvert,dweṅ hō
31,animadvert,de ani to..so
31,animadvert,kā..anim
31,animal,aboa
31,animal,oteasefo
31,animal,aboabáṅ
31,animate,mã ṅkwā
31,animate,hye baniṅha
31,animate,kānyaṅ
31,animosity,anibere
31,animosity,ahĩ
31,ankle,naṅñwēā
31,ankle,naṅpo
31,annals,abasem a edidi so or eba wosowoso
31,annex,de
31,annex,fa or gye .. kā hō
31,annihilate,gu
31,annihilate,see
31,annihilate,tue
31,annihilate,yi
31,annihilation,ogu
31,annihilation,osee
31,annihilation,ntorease
31,anniversary,afedi
31,anniversary,afekae
31,anniversary,odwĩra
31,annotation,ṅkyerekyeremu
31,annotation,ṅkyerease
31,announce,kā..kyere
31,announce,pae(mu)
31,annoy,hau
31,annoy,yi .. abufu
31,annoy,horaṅ bo
31,annoy,huru bo
31,annual,afe dā
31,annual,dā afe
31,annual,dā afrihyia
31,annul,gu
31,annul,see
31,annul,tue
31,annul,yi
31,annul,mã eye hunu
31,annul,kwa
31,annulet,kāwa
31,annulet,nsateā mu kā
31,annulet,petea
31,annulet,toṅkokā
31,annunciate,kā..kyere
31,annunciate,kāra
31,annunciate,se ṅkāra
31,annunciate,bo kasee
31,annumerate,de akōntā bi kā akōntā bi hō
31,anoint,sra (ṅṅo)
31,anomaly,abiraye
31,anomaly,nea nehō ade nè adōmaṅkāmāboḍe biara bo abira
31,another,obi
31,another,ebi
31,another,foforo
31,another,bābi
31,another,da bi
31,another,dakyĕ(bi)
31,answer,bua
31,answer,gye so
31,answer,tua ano
31,answer,mmuae
31,answer,nnyeso
31,answer,ntuaano
31,ant,ṅkraṅ
31,ant,mfòṭé
31,ant,ohahini
31,ant,ntétéa
31,ant,akwabáṅ
31,ant,patákáu
31,ant,beṭekau
31,ant,ahohoṭ
31,ant,mméreboa
31,ant,ṅkūmiá
31,ant,siu
31,ant,mfotesie
31,ant,nteteadupo
31,antagonism,apereperedi
31,antagonism,akayo
31,antagonism,niṅkunutwĕ
31,antagonism,kora
31,antagonist,odeperefo
31,antagonist,oŵerefó
31,antagonist,akayofo
31,antagonist,akāmekamdifo
31,antecessor,nea obi abedi n'anaṅ mu
31,antelope,odabó (aberé)
31,antelope,obóbiri
31,antelope,owansaṅ
31,antelope,ofròté
31,antelope,otwĕ
31,antelope,eŵi(o)
31,antelope,okwáḍu
31,antelope,adoá
31,antelope,tōrom
31,anthropology,nipadua (su nè baṅ) hō nimdee
31,anticipate,di kaṅ fa
31,anticipate,twa ano
31,anticipate,te sie
31,anticipate,mate masie
32,antidote,aduru a wode tu bore
32,antique,nea akye
32,antique,adi nna
32,antique,dedau
32,antiquity,tete-bere
32,antiquity,atetede
32,antithesis,abirasem
32,antithesis,asidisem
32,anus,to
32,anus,trùmú
32,anvil,otòmmó
32,anxiety,See anguish
32,anxious,hō pere
32,anxious,pere hō
32,anxious,bọ mmọdeṅ
32,anxious,di hō dadweṅ
32,any,biara
32,any,ṅhīnā
32,any,"body, obiara"
32,any,how (disorderly) sesàsesa
32,any,basab-
32,any,"at-rate, edaṅ deṅ ara a..."
32,any,"thing, ebiara"
32,any,biribiara
32,any,"where, bābiara"
32,any,in neg. sentences nowhere
32,apart,ofā bābi
32,apart,afā
32,apart,ṅkyeṅ
32,apart,eson
32,apart,ṅkō..ṅkō
32,apartment,odaṅ
32,apartment,pia
32,apathy,aniha
32,apathy,akwadwero
32,apathy,sipirīye
32,ape,akyeneboa
32,ape,kòntromfī
32,ape,akóṅsọṅ
32,ape,eku
32,ape,kwágyàdú
32,ape,odúàhyeṅ
32,ape,Ak. efoo
32,ape,asibé
32,ape,kārā
32,ape,ọkwakú
32,ape,osūā (afwéṅhèmá)
32,ape,bóàpéà
32,ape,ọbĕṅ
32,ape,adópĕ (F)
32,ape,abóatia
32,apex,atifī
32,apex,ntentennōa
32,apex,soro pa ara
32,apex,mpampam
32,aphorism,asentiā a nseṅnodo wom'
32,apologise,kasa mā...
32,apologise,yi ano
32,apologise,pa kye
32,apologise,to tafrakye
32,apology,anoyi
32,apology,kyepa
32,apology,tafrakye
32,apology,nsaṅano
32,apology,aperesem
32,apostate,okyirisaṅfo
32,apostate,nea wapa (ne) gyidi
32,apostatise,pa..gyidi or feku
32,apostatise,bọ kọ
32,apostle,osomafo
32,apostle,ọbofo
32,apothecary,oduyẹfo
32,apothecary,frafo
32,apothecary,toṅfo
32,appal,yi hū
32,appal,ahī
32,apparatus,adwinnade ahoro
32,apparatus,nneẹmahoro a wode kyereky-nneẹma mu
32,apparel,atade
32,apparel,adurade
32,apparel,otām
32,apparel,ntama
32,apparel,ṅkatahō
32,apparent,nea wohū
32,apparent,ani tuae
32,apparent,eda hō or aẅia so
32,apparition,osámaṅ
32,apparition,pl. a-fo
32,apparition,otofo
32,apparition,vision ani-so-ade
32,appeal,asẹm a woadi na wosaṅ pẹ mu or nū mu di no foforo
32,appeal,de asẹm kọdaṅ
32,appeal,saṅ pẹ or nū asẹm a woadi mu bio
32,appear,fi
32,appear,befi
32,appear,pue
32,appear,fi adi
32,appear,yi (nehō) adi (kyere)
32,appear,da adi
32,appear,yẹ (sẹ)
32,appearance,hō
32,appearance,ani
32,appease,dẅo ani
32,appease,tā bo
32,appease,tẅa bo to yam
32,appease,pata
32,append,bata hō
32,append,kā-
32,append,fām-
32,appendix,mmatahō
32,appendix,ṅkekāhō
32,appertain,fa hō brb.
32,appertain,wọ
32,appertain,wọmu
32,appertain,yẹ obi de
33,appetite,ọkọm
33,appetite,akọnnọ
33,appetite,ayamteu
33,appetite (to lose the-),ano akum
33,appetite (to lose the-),ano asĩãm
33,appetite (recover his-),n'anom ate
33,applaud,huro
33,applaud,yi ayẹ
33,applaud,gye ba
33,applaud,gye kŭrúm
33,applaud,pene so
33,apple,aduaba
33,apple,akutuguâ
33,apple (of the eye),kurutiayisi
33,application,adesẹrẹ
33,application,adebisa (ṅhọma)
33,apply,de..yẹ
33,apply,de..to so
33,apply,tã so
33,apply,tare so
33,apply,tua(mako)
33,apply,sẹre..ho brb.
33,apply (care in doing s. th.),si ṅkétèkrákye
33,appoint,si
33,appoint,hyẹ
33,appoint,tu
33,appoint,yi
33,appoint,yi or hyẹ to họ
33,appointment,ọpau
33,appointment,oyi
33,appointment,dibea
33,appointment,dib- kyerẹ
33,appointment,adwuma
33,appreciate,bu kẹse
33,appreciate,yi ayẹ
33,appreciation,obu (a wobu brb. or obi)
33,appreciation,ayeyi
33,apprehend,so mu
33,apprehend,kyere
33,apprehend,tintim
33,apprehend (by mind),hũ mu
33,apprehend (by mind),susu
33,apprehend (mistrust),"dweṅ hō bọne, suro"
33,apprentice,osũani
33,apprentice,adwĩnsũani
33,apprentice,nea wọde no akọ adwuma bi sũa
33,approach,twi ba or bẹṅ
33,approach,bẹṅkye
33,approach,piṅkye
33,approach,pini
33,approach,deda akwaṅ
33,approbate,pene
33,approbate,-so
33,approbation,opene
33,approbation,mpeneso
33,approve,pẹ
33,approve,pene
33,approve,kamfo
33,approve,yi ayẹ
33,approve (confirm),si so dua
33,approve (confirm),hyẹ mu deṅ
33,approve (confirm),mã .. tĩm
33,approvement,mpeneso
33,approvement,eso- duasi
33,approximate,(mã) ẹbẹṅ or piṅkyẹ hō
33,apron,mpopahō
33,apron,nsẹṅanim
33,apron,ṅkataanim
33,apt,fata
33,aquarium,afwẹetare(ampatawa n. a. wọm)
33,aqueduct,nsukã(a wọahye da to)
33,Arab,Krãmo
33,Arab,Arabini
33,Arab (pl.),-fo
33,arbiter,ọsennifo
33,arbiter,ọtemmufo
33,arbitrator,ọsentwãmfo
33,arbitrator,ọtemmufo
33,"arc, arch",kontoṅkŭrọwi fã a ẹsoa brb.
33,archer,bẹmma- or agyaṅtofo
33,archer,takurafo
33,architect,ọdaṅsifo
33,architect,adaṅsi hō nyansãkyerẹfo
33,archness,anitee
33,archness,anifere
33,arctic,nea ẹda bẹnkum korã
33,arctic,asase a ẹda --
33,ardent,hyehyé
33,ardent,hyerebahy-
33,ardent,deṅ
33,arduous,nea ẹkọrọṅ
33,arduous,ne foro yẹ ahomete
33,arduous,denneṅ
33,area,asase dabea nsusui
33,area,asase- siṅ a woyẹ so brb.
33,arena,kwasafo or asafo gobea
33,arena,asase siṅ bi
33,argue,yiyi ateṅ
33,argue,kasa asem bi hō
33,argue (dispute),di anobãbáé
33,argument,ase (kyere)
33,argument (debate),asẹmnyiyiano
33,argument (debate),anobãbaedi
34,arid,késē
34,arid,wósē
34,arid,wósew-
34,arid,wésē
34,arid,wésew-
34,aright,tẽ
34,aright,trẽnẽ
34,aright,(ne) kwaṅso
34,arise,sọre
34,arise,soso
34,arise,ba
34,arise,fi
34,arise,pue
34,arithmetic,akõntābu
34,ark,adaka
34,ark,hyeṅ
34,arm,nsa
34,arm,basa
34,arm,abaw(F)
34,arm,abommá
34,arm,mmọtoam
34,arm,basa-kòkóm
34,arm,mĩa
34,arm,hyehye
34,arm,mã akõde
34,arm,kọ amĩa mu
34,arm,bọ ntoa
34,armadillo,ẹpra
34,armadillo,a-
34,armadillo,ọprā
34,armadillo,m-
34,armadillo,aprawa
34,armour,akõde
34,armour,ntoa
34,armour,akõdekurafo
34,armour,ntoaṣẽfo
34,arms,akõde
34,arms,amĩade
34,army,ẹḍom
34,army,asafo
34,army,nsrafoku
34,aromatic,nea eyi hũã
34,aromatic,hũãmhũãm
34,aromatic,Ak. fẅãmfẅ-
34,around,hõ
34,around,hõ hyia
34,around,kọntọṅkrọṅ
34,arouse,nyaṅ
34,arouse,Ak.nyáne
34,arouse,kânyaṅ
34,arrange,siesie
34,arrange,sesẹu
34,arrange,hyehye
34,arrangement,nsiesiei
34,arrangement,nsesẹe
34,arrangement,ṅhyehyeẹ
34,array,siesie
34,array,toto
34,array,hyehye
34,array,gyina-gyina
34,array,tẅa mpasũa
34,arrect,kyérebeṅṅ
34,arrect,tǒrodō
34,arrect,(ye) ọworobẽṅ
34,arrest,kyere
34,arrest,bọ duam'
34,arrest,sĩañka
34,arrive,du
34,arrive,du hõ
34,arrive,sõ
34,arrogance,ahantaṅ
34,arrogance,ahõkyerẹ
34,arrogance,ahupọ
34,arrogance,apesẹmadi
34,arrogance,di bamé
34,arrogance,-bamṣẹm
34,arrogance,-adehyesẹm
34,arrogate,gye brb.
34,arrogate,anuọḍeṅ
34,arrogate,ntintinanim so
34,arrogation,ntintinanim
34,arrogation,anuọḍeṅ
34,arrogation,bamḍi
34,arrow,agyaṅ
34,arrow,-dua
34,arrow,ebẹṅ
34,arrow,bẹmma
34,arrow,-duā
34,arrow,tō agyaṅ
34,arrow,bẹmma
34,arsenal,akõde-korabea
34,arsenal,ak-fi
34,art,nyansã
34,art,adẅinni
34,art,aniteẹ
34,artery,ntini a ẹhome
34,artery,mogya
34,artery,akọsaṅ ntini
34,artery,ntini home
34,artery,pere
34,artful,onyansãfo
34,artful,onitefo
34,article,ade
34,article,nneẹma-
34,article,agẅade
34,article,gyidi
34,article,-kãṣẹm
34,article,emọm
34,article,di ahyẹm
34,article,hyẹ hõ mmăra
34,article,mọm
34,article,hyẹ adẅuma mu
34,article,osũani sẹ
34,artifice,nyansã
34,artifice,aniteẹ
34,artifice,nnãdã
34,artifice,nsisi
34,artificer,odẅumfo
34,artificer,a-
34,artillerist,oprẹmtofo
34,artillery,aprẹmku
34,artist,odẅiṅkyerẹfo
34,artist,mfoniniyefo
34,as,sẹ
34,as,te sẹ
34,as,sẹnea
34,as,nna dodo a..
34,as,dodo a..
34,as,mpẹṅ dodo a..
34,as,tọ me ũkõ a
35,ascarides,ṅkoṅkomi
35,ascend,foro
35,ascend,ko osoro
35,ascension,osoroko
35,ascent,oforo
35,ascent,ko
35,ascertain,hũ mu nokware
35,ascertain,mã emu da ho
35,ascribe,bu mã
35,"ashamed, to be",ani wu
35,"ashamed, to be",tõ
35,"ashamed, to be",anim gu ase
35,"ashamed, to be",fere
35,"ashamed, to make",hye
35,"ashamed, to make",kum
35,"ashamed, to make",aniwu
35,"ashamed, to make",gu anim ase
35,"ashamed, to make",sopa
35,"ashamed, to make",bo ahohora
35,ashes,nsõ
35,ashes,gyarensõ
35,ashes,ṅkyéremma
35,ashore,mpoano
35,ashy,nsõnsõ
35,aside,ṅkyeṅ
35,aside,hõ
35,aside,"§ 208, 3"
35,aside,ofã
35,"aside, to go",mãṅ
35,ask,bisa
35,ask,sěre
35,ask (inquire),pẽ mu
35,"asleep, to be",da
35,"asleep, he is",wada
35,"aslope, to be",soṅ
35,"aslope, to be",odaṅ no soṅ
35,asp,ahurutoa
35,aspect,ani
35,aspect,senea ete
35,aspect,wi mu
35,asperse,petẽ (gu so)
35,asperse (fig.),ye osusukã
35,asperse (fig.),ntwatoso
35,asperse (fig.),mmotoso
35,aspersion,opetẽ
35,aspersion (fig.),osusukã
35,aspersion (fig.),botirimkã
35,aspersion (fig.),mmotoso
35,aspersion (fig.),ntwatoso
35,aspersion (fig.),nsekubo
35,aspersion (fig.),anotõ
35,asphalt,amã
35,asphalt,amãbo
35,aspirant,nea ofwẽfwẽ adwuma
35,aspirant,dibea
35,aspiration (of air),ohome(gye)
35,aspiration (fig.),anigyina
35,aspiration (fig.),ntòkoso
35,aspiring,nea ofwẽfwẽ brb. kese
35,aspiring,ade kese fwẽfwẽ
35,asquint,akyewakyé
35,ass,afũrum
35,assail,toa
35,assail,tua
35,assail,tõ
35,assail,hye so
35,assail,gu so
35,assail,twi pũa
35,assail,pũap-
35,assail,pe.. atutu
35,assail,totore
35,assassinate,diawu(ṅkontompo so)
35,assassinate,teu
35,assassinate,nam ase kum
35,assay,so.. fwẽ
35,assemble,boa ano
35,assemble,hyia
35,assemble,hyia mu
35,assemble,bo gũa
35,assembly,nhyiam
35,assembly,gũabo
35,assembly,bagũa
35,assent,pene
35,assent,mpenesó
35,assert,kã
35,assert,si so dua
35,assert,foa nsemmoa
35,assets,ade a esõ ka bi tua
35,assiduity,mmodeṅbo
35,assiduity,nsĩ
35,assiduity,anẽm
35,assiduous,nea oye nsĩ
35,assiduous,mmodeṅso
35,assiduous,obisadeṅ
35,assign,yi
35,assign,yi.. mã
35,assimilate,brb. nè brb. se
35,assimilate,or guam
35,assist,boa
35,assist,di boa
35,assist,gya
35,assist,gye
35,assist,so mu
35,assist,gyina akyi
35,assistance,oboa
35,assistance,sisiso
35,assistance,ogye
35,assistance,(so) abia
35,assistance,"§ 131, 2"
35,assistant,oboafo
35,assistant,okyigyinafo
35,associate,bo
35,associate,bom'
35,associate,si kòso
35,association,asafo
35,association,feku
35,association,kòsosí
35,assort,kyekye brb.mu ahoroah-
35,assort,baebae
35,assort,or bõebõe mu akuaku
35,assuage,(mã)ano dwo
35,assuage,bẽre ano ase
35,assume,gye
35,assume,ye se..
35,assume,pene (se ewom)
35,assume,gye brb. anuoḍeṅ
35,assume,nyãtwom
35,assume,or aporiso
35,assume (a robe),hye
36,assure,foa nsemmoa
36,assure,si so dua
36,astern,hyeṅ-to
36,asthma,tētē
36,asthma,ntèhyé
36,"astonished, to be-",ani so or asõm ye yā
36,"astonished, to be-",hõ dẅiri
36,"astonished, to be-",abọ no nyoṅṅo F. = eye no ṅwoṅwã
36,astonishment,ahõbõ
36,astonishment,ahõdẅiri
36,astonishment,ṅwoṅwã
36,astonishment,As. ṅwãṅwã
36,"astray, to go-",yera
36,"astray, to go-",tõ or fõm kwaṅ
36,"astray, to go-",hāra
36,"astride, to stand-",si apoṅkoṅáṅ
36,astringe,dẅom'
36,astringe,mĩa bọm'
36,astronomy,nsoroma hõ nimdeẹ
36,astronomy,nsoromasẹm
36,astute,oniferefo
36,astute,onitefo
36,asylum,gũaṅkobea
36,asylum,gũaṅdobea
36,at,hõ
36,at,so
36,at,mu
36,at,ṅkyeṅ
36,at,ano
36,at -once,prẹkõ
36,at -once,-pẹ
36,athwart,mmeamu
36,atlas,nsase horo hõ mfoninikũ
36,atmosphere,ẅi
36,atmosphere,ẅim
36,atmosphere,ahuṅmu
36,atom,ade kétekete
36,atom,-dúkud-
36,atom,-miawami-
36,atone,pata
36,atone,hyẹ anaṅmu
36,atonement,mpátá
36,atonement,ṅhyeanaṅmu
36,atrocity,atirimodenne
36,atrocity,adẅemmone a ẹye hũ
36,attach,kã .. bọ hõ
36,attach,kã hõ
36,attach,bata
36,attach,fãm
36,attack,toa
36,attack,tua
36,attack,tõ hye or- gu so
36,attack,fẅe so
36,attack,bọ ani
36,attack,bare
36,attain,nyã
36,attain,du hõ
36,attain,nsa kã
36,attain,usa sõ so
36,attempt,sọ or ye .. fẅe
36,attempt,kã .. fẅe
36,attempt,kekare (n'anim)
36,attempt,bọ hõ mmọdeṅ
36,attend,bu
36,attend,dẅeṅ hõ
36,attend,or so
36,attend,fẅe
36,attend,trã hõ
36,attend,tie frẹ
36,attend,sõm
36,attend (to a hunter),di .. agyau = di ọbọfó
36,attendant,nea odi obi anaṅ ase or akyi
36,attendant,ọkã 'bi hõ
36,attendant,ọsomfo
36,attendant,ọhõkãfo
36,attendant (Chief's-),gyaaseni
36,attendant (Chief's-),aheṅkwã
36,attention,asõyẹ
36,attention,! mónyẹ asõ!
36,"attentive, to be-",tie
36,"attentive, to be-",ye or ẅeụ asõ
36,attentively,komm
36,attest,di adanse
36,"attest, call for-",hye ad
36,attire,hyẹ atade
36,attire,hyehye
36,attire,fura
36,attire,wura
36,attitude,gyinabea
36,attitude (also fig.),gyinabea
36,attract,brb
36,attract,tẅe or frẹ brb. ba
36,attribute,su
36,attribute,mmãraṅ
36,attribute,dibea sẹṅkyerẹne
36,attribute,de diṅ or mmãraṅ bọ
36,attribute,mã
36,auction,awuọsõṅ-tọṅ
36,audacity,anuọdeṅ
36,"audacity, deeds of-",anuọdénné
36,audience,asõyẹ
36,audience,otie
36,audience,atiefoku
36,aught,biribi
36,aught,biribiara
36,aught,fẅe
36,augment,ba gu mu
36,aunt,eṅã or agya nuabea
36,aunt,"eṅã (kũmã, -kakra)"
36,aunt,ọsewa
36,auricle,asõkorã
36,aurora,aṅopa ẅia or haṅṅ
36,aurora,animbãbae
36,austere,nea oyẹ deṅ
37,author,oyɛfo
37,author,okyerɛufo
37,author,ofarebae
37,authorise,mã (hõ) kwaṅ
37,authorise,hyɛdeṅ
37,authorise,mã tumi
37,authorise,to mmati
37,authority,tumi
37,authority,ɛsodi
37,autocracy,tumi a ɛde nehõ or edi ne ti mũ
